Facility ID,HAI_1_CILOWER,HAI_1_CIUPPER,HAI_1_DOPC,HAI_1_ELIGCASES,HAI_1_NUMERATOR,HAI_1_SIR_Score,HAI_2_CILOWER,HAI_2_CIUPPER,HAI_2_DOPC,HAI_2_ELIGCASES,HAI_2_NUMERATOR,HAI_2_SIR_Score,HAI_3_CILOWER,HAI_3_CIUPPER,HAI_3_DOPC,HAI_3_ELIGCASES,HAI_3_NUMERATOR,HAI_3_SIR_Score,HAI_4_CILOWER,HAI_4_CIUPPER,HAI_4_DOPC,HAI_4_ELIGCASES,HAI_4_NUMERATOR,HAI_4_SIR_Score,HAI_5_CILOWER,HAI_5_CIUPPER,HAI_5_DOPC,HAI_5_ELIGCASES,HAI_5_NUMERATOR,HAI_5_SIR_Score,HAI_6_CILOWER,HAI_6_CIUPPER,HAI_6_DOPC,HAI_6_ELIGCASES,HAI_6_NUMERATOR,HAI_6_SIR_Score,HAI_1_SIR_ComparedToNational,HAI_2_SIR_ComparedToNational,HAI_3_SIR_ComparedToNational,HAI_4_SIR_ComparedToNational,HAI_5_SIR_ComparedToNational,HAI_6_SIR_ComparedToNational,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Location,H_CLEAN_STAR_RATING,H_COMP_1_STAR_RATING,H_COMP_2_STAR_RATING,H_COMP_3_STAR_RATING,H_COMP_5_STAR_RATING,H_COMP_6_STAR_RATING,H_COMP_7_STAR_RATING,H_HSP_RATING_STAR_RATING,H_QUIET_STAR_RATING,H_RECMND_STAR_RATING,H_STAR_RATING,H_CLEAN_LINEAR_SCORE,H_COMP_1_LINEAR_SCORE,H_COMP_2_LINEAR_SCORE,H_COMP_3_LINEAR_SCORE,H_COMP_5_LINEAR_SCORE,H_COMP_6_LINEAR_SCORE,H_COMP_7_LINEAR_SCORE,H_HSP_RATING_LINEAR_SCORE,H_QUIET_LINEAR_SCORE,H_RECMND_LINEAR_SCORE,SEP_1,SEP_SH_3HR,SEP_SH_6HR,SEV_SEP_3HR,SEV_SEP_6HR
140083,,,607.0,0.426,0.0,,,,986.0,0.719,0.0,,,,4.0,0.112,0.0,,,,,,,,,,17775.0,0.49,1.0,,0.007,0.647,17774.0,7.621,1.0,0.131,,,,,,Better than the National Benchmark,LORETTO HOSPITAL,645 SOUTH CENTRAL AVE,CHICAGO,IL,60644,COOK,(773) 626-4300,POINT (-87.764443 41.872042),,,,,,,,,,,,,,,,,,,,,,37.0,79.0,,73.0,62.0
140084,0.016,1.595,3819.0,3.092,1.0,0.323,0.014,1.429,4139.0,3.452,1.0,0.29,,2.509,42.0,1.194,0.0,0.0,,,24.0,0.194,0.0,,0.03,3.0,37970.0,1.644,1.0,0.608,0.126,0.762,34475.0,14.551,5.0,0.344,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,No Different than National Benchmark,Better than the National Benchmark,VISTA MEDICAL CENTER EAST,1324 NORTH SHERIDAN ROAD,WAUKEGAN,IL,60085,LAKE,(847) 360-3000,POINT (-87.83096400000001 42.378264),1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,77.0,85.0,86.0,77.0,69.0,81.0,74.0,77.0,76.0,72.0,75.0,87.0,94.0,90.0,97.0
140088,0.595,1.084,46681.0,52.962,43.0,0.812,0.219,0.571,31375.0,46.731,17.0,0.364,0.519,1.439,575.0,16.803,15.0,0.893,0.614,3.149,485.0,3.963,6.0,1.514,0.564,1.469,215998.0,18.148,17.0,0.937,0.474,0.685,197687.0,197.489,113.0,0.572,No Different than National Benchmark,Better than the National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 SOUTH MARYLAND,CHICAGO,IL,60637,COOK,(773) 702-1000,POINT (-87.604925 41.787956),2.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,84.0,92.0,93.0,84.0,78.0,86.0,82.0,90.0,86.0,91.0,47.0,75.0,77.0,70.0,86.0
140089,,,344.0,0.211,0.0,,,,973.0,0.499,1.0,,,,22.0,0.502,2.0,,,,2.0,0.019,0.0,,,,5383.0,0.272,0.0,,0.022,2.156,4863.0,2.287,1.0,0.437,,,,,,No Different than National Benchmark,MC DONOUGH DISTRICT HOSPITAL,525 EAST GRANT STREET,MACOMB,IL,61455,MC DONOUGH,(309) 833-4101,POINT (-90.66403 40.447907),5.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,5.0,2.0,4.0,95.0,93.0,93.0,89.0,77.0,93.0,82.0,89.0,89.0,85.0,32.0,52.0,,71.0,88.0
140091,0.113,0.686,15264.0,16.163,5.0,0.309,0.184,0.942,10462.0,13.242,6.0,0.453,0.473,1.934,270.0,7.853,8.0,1.019,0.02,1.964,277.0,2.511,1.0,0.398,0.191,1.155,127660.0,9.596,5.0,0.521,0.607,0.996,115683.0,80.401,63.0,0.784,Better than the National Benchmark,Better than the National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,THE CARLE FOUNDATION HOSPITAL,611 WEST PARK STREET,URBANA,IL,61801,CHAMPAIGN,(217) 383-3311,POINT (-88.213888 40.117423),3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,88.0,91.0,89.0,85.0,75.0,85.0,81.0,88.0,80.0,88.0,60.0,90.0,90.0,79.0,81.0
140093,0.243,4.781,2053.0,1.382,2.0,1.447,0.226,4.462,2101.0,1.481,2.0,1.35,,2.9,41.0,1.033,0.0,0.0,,,2.0,0.014,0.0,,0.048,4.765,20379.0,1.035,1.0,0.966,0.414,1.368,19435.0,13.974,11.0,0.787,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,No Different than National Benchmark,No Different than National Benchmark,OSF SACRED HEART MEDICAL CENTER,812 N LOGAN AVE,DANVILLE,IL,61832,VERMILION,(217) 443-5000,POINT (-87.644908 40.136197),4.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,91.0,91.0,90.0,84.0,77.0,89.0,81.0,85.0,84.0,82.0,49.0,82.0,31.0,74.0,84.0
140095,,2.856,1145.0,1.049,0.0,0.0,,1.944,1497.0,1.541,0.0,0.0,,,,,,,,,4.0,0.067,0.0,,0.045,4.407,27934.0,1.119,1.0,0.894,0.31,1.168,26016.0,14.143,9.0,0.636,No Different than National Benchmark,No Different than National Benchmark,,,No Different than National Benchmark,No Different than National Benchmark,SAINT ANTHONY HOSPITAL,2875 WEST 19TH STREET,CHICAGO,IL,60623,COOK,(773) 521-1710,POINT (-87.698272 41.855538),2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,85.0,89.0,89.0,80.0,74.0,80.0,81.0,84.0,77.0,81.0,46.0,95.0,33.0,70.0,69.0
140100,,,,,,,,,,,,,0.514,3.109,71.0,3.565,5.0,1.403,,,56.0,0.888,0.0,,,,8047.0,0.45,2.0,,0.078,1.535,8047.0,4.305,2.0,0.465,,,No Different than National Benchmark,,,No Different than National Benchmark,MIDWESTERN REGION MED CENTER,2520 ELISHA AVENUE,ZION,IL,60099,LAKE,(847) 872-4561,POINT (-87.82684 42.44897),4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,93.0,95.0,95.0,88.0,85.0,91.0,86.0,95.0,94.0,97.0,49.0,88.0,,83.0,52.0
140101,,2.687,1812.0,1.115,0.0,0.0,,1.337,3246.0,2.24,0.0,0.0,,,25.0,0.584,0.0,,,,3.0,0.028,0.0,,,,15251.0,0.463,0.0,,0.105,0.796,14141.0,12.121,4.0,0.33,No Different than National Benchmark,No Different than National Benchmark,,,,Better than the National Benchmark,MORRIS HOSPITAL & HEALTHCARE CENTERS,150 W HIGH ST,MORRIS,IL,60450,GRUNDY,(815) 942-2932,POINT (-88.426016 41.368907),4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,92.0,93.0,93.0,88.0,87.0,90.0,85.0,91.0,81.0,91.0,68.0,84.0,,86.0,98.0
140103,0.04,3.902,1775.0,1.264,1.0,0.791,0.231,4.554,2048.0,1.451,2.0,1.378,,,8.0,0.239,0.0,,,,5.0,0.04,0.0,,0.322,6.347,25735.0,1.041,2.0,1.921,0.308,1.16,24336.0,14.243,9.0,0.632,No Different than National Benchmark,No Different than National Benchmark,,,No Different than National Benchmark,No Different than National Benchmark,ST BERNARD HOSPITAL,326 W 64TH ST,CHICAGO,IL,60621,COOK,(773) 962-3900,POINT (-87.63327300000002 41.778114),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,82.0,81.0,84.0,73.0,69.0,74.0,72.0,76.0,79.0,70.0,78.0,90.0,76.0,95.0,98.0
140110,,,811.0,0.544,0.0,,,,1075.0,0.728,0.0,,,2.993,40.0,1.001,0.0,0.0,,,16.0,0.158,0.0,,,,17344.0,0.438,0.0,,0.237,1.437,16407.0,7.714,5.0,0.648,,,No Different than National Benchmark,,,No Different than National Benchmark,OTTAWA REGIONAL HOSPITAL DBA OSF SAINT ELIZABETH MDL CTR,1100 EAST NORRIS DRIVE,OTTAWA,IL,61350,LA SALLE,(815) 433-3100,POINT (-88.82536 41.356417),3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,90.0,93.0,92.0,86.0,80.0,89.0,82.0,89.0,81.0,87.0,64.0,89.0,65.0,82.0,93.0
140113,0.021,2.092,2675.0,2.358,1.0,0.424,0.368,3.933,2089.0,2.076,3.0,1.445,,,24.0,0.619,4.0,,,,41.0,0.341,0.0,,,2.67,21886.0,1.122,0.0,0.0,0.592,1.774,20685.0,12.218,13.0,1.064,No Different than National Benchmark,No Different than National Benchmark,,,No Different than National Benchmark,No Different than National Benchmark,OSF HEART OF MARY MEDICAL CENTER,1400 WEST PARK AVENUE,URBANA,IL,61801,CHAMPAIGN,(217) 337-2000,POINT (-88.227123 40.117391),3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,88.0,93.0,91.0,86.0,77.0,89.0,83.0,89.0,81.0,90.0,64.0,87.0,91.0,78.0,93.0
140114,0.014,1.39,3344.0,3.548,1.0,0.282,0.137,1.466,4430.0,5.569,3.0,0.539,0.028,2.751,71.0,1.793,1.0,0.558,,,39.0,0.349,0.0,,0.159,3.142,54896.0,2.103,2.0,0.951,0.686,1.408,49653.0,30.039,30.0,0.999,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,No Different than National Benchmark,No Different than National Benchmark,SWEDISH COVENANT HOSPITAL,5145 N CALIFORNIA AVE,CHICAGO,IL,60625,COOK,(773) 878-8200,POINT (-87.698918 41.975219),2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,86.0,89.0,90.0,85.0,75.0,84.0,80.0,87.0,78.0,86.0,45.0,75.0,66.0,70.0,91.0
140115,,,898.0,0.573,0.0,,,,1285.0,0.805,1.0,,,,12.0,0.364,0.0,,,,6.0,0.043,0.0,,,,8913.0,0.253,0.0,,0.304,1.838,8913.0,6.029,5.0,0.829,,,,,,No Different than National Benchmark,THOREK MEMORIAL HOSPITAL,850 W IRVING PARK RD,CHICAGO,IL,60613,COOK,(312) 525-6780,POINT (-87.650899 41.954556),4.0,4.0,4.0,4.0,2.0,3.0,5.0,4.0,5.0,4.0,4.0,94.0,92.0,94.0,89.0,76.0,85.0,86.0,90.0,88.0,90.0,,,,,
140116,0.057,1.124,7072.0,5.878,2.0,0.34,0.238,1.439,8767.0,7.704,5.0,0.649,0.009,0.863,207.0,5.717,1.0,0.175,,,41.0,0.358,0.0,,0.014,1.368,68990.0,3.604,1.0,0.277,0.159,0.478,64308.0,45.379,13.0,0.286,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,,No Different than National Benchmark,Better than the National Benchmark,NORTHWESTERN MEDICINE MCHENRY HOSPITAL,4201 MEDICAL CENTER DRIVE,MCHENRY,IL,60050,MC HENRY,(815) 344-5000,POINT (-88.279787 42.3189),3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,89.0,93.0,91.0,87.0,79.0,88.0,81.0,87.0,81.0,86.0,57.0,86.0,47.0,79.0,92.0
140117,0.237,1.433,7025.0,7.734,5.0,0.646,0.258,1.324,7267.0,9.427,6.0,0.636,,1.045,107.0,2.866,0.0,0.0,,,80.0,0.698,1.0,,,0.651,60649.0,4.601,0.0,0.0,0.478,0.98,57845.0,43.138,30.0,0.695,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,Better than the National Benchmark,Better than the National Benchmark,AMITA HEALTH RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVENUE,CHICAGO,IL,60631,COOK,(773) 774-8000,POINT (-87.81257 41.988458),3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,90.0,91.0,90.0,84.0,75.0,84.0,79.0,85.0,77.0,83.0,47.0,84.0,65.0,86.0,62.0
140119,0.238,0.685,29335.0,33.458,14.0,0.418,0.22,0.826,12145.0,19.986,9.0,0.45,0.056,1.098,224.0,6.02,2.0,0.332,0.578,3.497,363.0,3.169,5.0,1.578,0.236,1.429,161796.0,7.755,5.0,0.645,0.345,0.592,142270.0,116.182,53.0,0.456,Better than the National Benchmark,Better than the National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,COOK,(312) 942-5000,POINT (-87.66851 41.875166),3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,88.0,93.0,92.0,86.0,80.0,88.0,84.0,92.0,88.0,93.0,30.0,75.0,,61.0,71.0
140120,,,955.0,0.567,0.0,,,,1345.0,0.702,0.0,,,,22.0,0.578,0.0,,,,20.0,0.186,0.0,,,,10804.0,0.305,0.0,,0.403,2.07,10764.0,6.028,6.0,0.995,,,,,,No Different than National Benchmark,PEKIN MEMORIAL HOSPITAL,600 SOUTH 13TH STREET,PEKIN,IL,61554,TAZEWELL,(309) 347-1151,POINT (-89.633191 40.563142),2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,84.0,90.0,90.0,84.0,72.0,86.0,80.0,85.0,79.0,81.0,68.0,90.0,57.0,90.0,86.0
140122,0.181,1.374,6567.0,7.023,4.0,0.57,0.329,1.686,5877.0,7.401,6.0,0.811,0.021,2.099,89.0,2.35,1.0,0.426,,1.243,302.0,2.41,0.0,0.0,0.123,2.426,52957.0,2.724,2.0,0.734,0.369,0.934,42271.0,29.855,18.0,0.603,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,ADVENTIST HINSDALE HOSPITAL,120 NORTH OAK ST,HINSDALE,IL,60521,DU PAGE,(630) 856-9000,POINT (-87.920062 41.805329),3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,87.0,92.0,92.0,84.0,77.0,87.0,82.0,89.0,83.0,89.0,64.0,89.0,75.0,78.0,91.0
140124,0.843,1.992,12797.0,15.838,21.0,1.326,0.688,1.538,13731.0,22.87,24.0,1.049,0.135,1.44,209.0,5.671,3.0,0.529,0.03,2.976,210.0,1.657,1.0,0.604,0.463,2.093,104953.0,6.616,7.0,1.058,0.706,1.154,96590.0,70.352,64.0,0.91,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,JOHN H STROGER JR HOSPITAL,1901 W HARRISON ST,CHICAGO,IL,60612,COOK,(312) 864-6000,POINT (-87.674311 41.874041),1.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,78.0,87.0,92.0,80.0,72.0,79.0,79.0,87.0,79.0,87.0,46.0,95.0,,64.0,71.0
140125,0.761,8.14,1227.0,1.003,3.0,2.991,0.035,3.442,1679.0,1.433,1.0,0.698,,,20.0,0.507,1.0,,,,3.0,0.022,0.0,,0.046,4.504,27476.0,1.095,1.0,0.913,0.487,1.458,26972.0,14.861,13.0,0.875,No Different than National Benchmark,No Different than National Benchmark,,,No Different than National Benchmark,No Different than National Benchmark,GATEWAY REGIONAL MEDICAL CENTER,2100 MADISON AVENUE,GRANITE CITY,IL,62040,MADISON,(618) 798-3000,POINT (-90.144958 38.700891),1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,73.0,87.0,87.0,79.0,71.0,79.0,76.0,77.0,77.0,73.0,85.0,98.0,97.0,92.0,94.0
140127,,1.771,1883.0,1.692,0.0,0.0,0.093,1.829,3160.0,3.613,2.0,0.554,,1.897,57.0,1.579,0.0,0.0,,,80.0,0.644,3.0,,0.242,4.767,37907.0,1.386,2.0,1.443,0.49,1.47,34060.0,14.743,13.0,0.882,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,No Different than National Benchmark,No Different than National Benchmark,ADVOCATE BROMENN MEDICAL CENTER,1304 FRANKLIN AVENUE,NORMAL,IL,61761,MC LEAN,(309) 454-1400,POINT (-88.99096 40.49633200000001),3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,90.0,92.0,91.0,84.0,78.0,88.0,82.0,89.0,82.0,90.0,73.0,90.0,73.0,84.0,97.0
140130,0.015,1.485,3781.0,3.321,1.0,0.301,0.129,2.551,2630.0,2.59,2.0,0.772,0.02,1.935,102.0,2.549,1.0,0.392,,2.63,144.0,1.139,0.0,0.0,,1.896,45204.0,1.58,0.0,0.0,0.593,1.374,40847.0,23.852,22.0,0.922,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,NORTHWESTERN LAKE FOREST HOSPITAL,1000 N WESTMORELAND ROAD,LAKE FOREST,IL,60045,LAKE,(847) 234-5600,POINT (-87.866327 42.259134),3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,88.0,93.0,93.0,87.0,77.0,89.0,84.0,92.0,88.0,92.0,53.0,87.0,67.0,68.0,88.0
140133,0.022,2.2,2697.0,2.242,1.0,0.446,0.303,2.298,4859.0,4.199,4.0,0.953,,,25.0,0.733,0.0,,,,10.0,0.101,0.0,,0.824,6.257,39204.0,1.542,4.0,2.594,0.377,1.129,39204.0,19.202,13.0,0.677,No Different than National Benchmark,No Different than National Benchmark,,,No Different than National Benchmark,No Different than National Benchmark,HOLY CROSS HOSPITAL,2701 W 68TH STREET,CHICAGO,IL,60629,COOK,(773) 884-9000,POINT (-87.691909 41.770008),1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,80.0,86.0,86.0,75.0,72.0,79.0,74.0,77.0,76.0,73.0,49.0,87.0,52.0,81.0,77.0
140135,,0.864,3842.0,3.469,0.0,0.0,0.008,0.786,6331.0,6.272,1.0,0.159,0.632,3.826,114.0,2.897,5.0,1.726,,,100.0,0.758,2.0,,0.382,4.084,38464.0,1.999,3.0,1.501,0.453,1.12,36954.0,25.996,19.0,0.731,Better than the National Benchmark,Better than the National Benchmark,No Different than National Benchmark,,No Different than National Benchmark,No Different than National Benchmark,DECATUR MEMORIAL HOSPITAL,2300 NORTH EDWARD STREET,DECATUR,IL,62526,MACON,(217) 876-8121,POINT (-88.960912 39.866492),3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,87.0,90.0,91.0,85.0,78.0,85.0,81.0,87.0,82.0,88.0,61.0,83.0,64.0,85.0,88.0
140143,,,97.0,0.065,1.0,,,,244.0,0.134,1.0,,,,20.0,0.447,2.0,,,,6.0,0.053,1.0,,,,7240.0,0.168,2.0,,0.365,2.773,6656.0,3.479,4.0,1.15,,,,,,No Different than National Benchmark,ST MARGARETS HOSPITAL,600 E 1ST ST,SPRING VALLEY,IL,61362,BUREAU,(815) 664-1176,POINT (-89.192633 41.328409),4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,92.0,95.0,94.0,91.0,86.0,91.0,85.0,91.0,87.0,93.0,76.0,92.0,71.0,87.0,99.0
140147,,,475.0,0.321,0.0,,,,1094.0,0.753,2.0,,,,7.0,0.166,1.0,,,,2.0,0.017,0.0,,,,7572.0,0.349,0.0,,0.427,2.583,7572.0,4.29,5.0,1.166,,,,,,No Different than National Benchmark,CARLE RICHLAND MEMORIAL HOSPITAL,800 EAST LOCUST,OLNEY,IL,62450,RICHLAND,(618) 395-2131,POINT (-88.077125 38.735021),4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,94.0,92.0,94.0,88.0,78.0,90.0,86.0,90.0,83.0,89.0,,,,,
140148,0.174,0.787,17336.0,17.585,7.0,0.398,0.445,1.128,18833.0,24.727,18.0,0.728,0.078,0.838,379.0,9.739,3.0,0.308,0.014,1.348,473.0,3.658,1.0,0.273,0.504,1.664,114179.0,11.487,11.0,0.958,0.845,1.187,111432.0,132.377,133.0,1.005,Better than the National Benchmark,No Different than National Benchmark,Better than the National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,MEMORIAL MEDICAL CENTER,701 N FIRST ST,SPRINGFIELD,IL,62702,SANGAMON,(217) 788-3000,POINT (-89.654586 39.808778),2.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,86.0,91.0,90.0,82.0,80.0,89.0,83.0,88.0,79.0,91.0,58.0,88.0,81.0,75.0,90.0
140150,0.394,1.482,9987.0,11.146,9.0,0.807,0.069,0.523,8296.0,18.463,4.0,0.217,0.878,5.31,75.0,2.087,5.0,2.396,,2.108,163.0,1.421,0.0,0.0,0.396,1.492,121102.0,11.071,9.0,0.813,0.793,1.179,111634.0,100.878,98.0,0.971,No Different than National Benchmark,Better than the National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,UNIVERSITY OF ILLINOIS HOSPITAL,1740 WEST TAYLOR ST SUITE 1400,CHICAGO,IL,60612,COOK,(312) 996-3900,POINT (-87.67052900000002 41.869224),2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,83.0,89.0,89.0,81.0,72.0,82.0,79.0,86.0,78.0,85.0,62.0,84.0,,78.0,96.0
140155,0.71,5.39,2548.0,1.79,4.0,2.235,0.419,3.179,4017.0,3.035,4.0,1.318,1.486,7.623,59.0,1.637,6.0,3.665,,,18.0,0.156,1.0,,0.038,3.705,24417.0,1.331,1.0,0.751,0.211,0.794,23630.0,20.792,9.0,0.433,No Different than National Benchmark,No Different than National Benchmark,Worse than the National Benchmark,,No Different than National Benchmark,Better than the National Benchmark,PRESENCE ST MARYS HOSPITAL,500 W COURT ST,KANKAKEE,IL,60901,KANKAKEE,(815) 937-2490,POINT (-87.871768 41.12111300000001),1.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,82.0,92.0,93.0,85.0,75.0,86.0,81.0,87.0,79.0,86.0,47.0,80.0,17.0,81.0,85.0
140158,0.105,2.068,3431.0,3.195,2.0,0.626,1.228,4.308,3978.0,4.138,10.0,2.417,0.617,4.686,81.0,2.059,4.0,1.943,,,59.0,0.474,1.0,,0.123,2.426,43813.0,2.724,2.0,0.734,0.138,0.521,39559.0,31.7,9.0,0.284,No Different than National Benchmark,Worse than the National Benchmark,No Different than National Benchmark,,No Different than National Benchmark,Better than the National Benchmark,MERCY HOSPITAL AND MEDICAL CENTER,2525 S MICHIGAN AVE,CHICAGO,IL,60616,COOK,(312) 567-2000,POINT (-87.623583 41.847053),1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,80.0,88.0,89.0,78.0,71.0,81.0,77.0,82.0,80.0,80.0,70.0,93.0,95.0,84.0,91.0
140160,,,1263.0,0.866,0.0,,,1.492,2978.0,2.008,0.0,0.0,,1.654,72.0,1.811,0.0,0.0,,,21.0,0.197,0.0,,,,20690.0,0.714,0.0,,0.621,1.949,20069.0,10.467,12.0,1.146,,No Different than National Benchmark,No Different than National Benchmark,,,No Different than National Benchmark,FHN MEMORIAL HOSPITAL,1045 WEST STEPHENSON STREET,FREEPORT,IL,61032,STEPHENSON,(815) 599-6000,POINT (-89.637947 42.295894000000004),3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,88.0,92.0,93.0,87.0,80.0,88.0,82.0,88.0,84.0,86.0,29.0,61.0,12.0,66.0,84.0
140161,,,583.0,0.35,1.0,,,,1125.0,0.577,0.0,,,,8.0,0.22,0.0,,,,2.0,0.021,0.0,,,,8149.0,0.204,1.0,,0.483,2.925,7786.0,3.789,5.0,1.32,,,,,,No Different than National Benchmark,SAINT JAMES HOSPITAL,2500 WEST REYNOLDS STREET,PONTIAC,IL,61764,LIVINGSTON,(815) 842-2828,POINT (-88.678583 40.873402),4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,93.0,93.0,92.0,86.0,80.0,91.0,83.0,89.0,77.0,89.0,81.0,97.0,,88.0,97.0
140162,0.483,3.666,2943.0,2.632,4.0,1.52,0.733,3.763,3346.0,3.316,6.0,1.809,1.02,6.171,72.0,1.796,5.0,2.784,,,49.0,0.37,1.0,,0.174,3.427,34449.0,1.928,2.0,1.037,0.649,1.605,32579.0,18.14,19.0,1.047,No Different than National Benchmark,No Different than National Benchmark,Worse than the National Benchmark,,No Different than National Benchmark,No Different than National Benchmark,ST JOSEPH MEDICAL CENTER,2200 E WASHINGTON,BLOOMINGTON,IL,61701,MC LEAN,(309) 662-3311,POINT (-88.955385 40.480118),3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,90.0,92.0,91.0,84.0,80.0,89.0,82.0,90.0,83.0,89.0,58.0,77.0,57.0,82.0,91.0
140164,0.666,2.722,6101.0,5.58,8.0,1.434,0.099,1.057,7698.0,7.726,3.0,0.388,0.016,1.568,119.0,3.145,1.0,0.318,,,34.0,0.285,1.0,,0.268,2.868,38388.0,2.847,3.0,1.054,0.834,1.655,36038.0,27.675,33.0,1.192,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,No Different than National Benchmark,No Different than National Benchmark,MEMORIAL HOSPITAL OF CARBONDALE,405 W JACKSON,CARBONDALE,IL,62901,JACKSON,(618) 549-0721,POINT (-89.220121 37.727973),4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,91.0,93.0,92.0,87.0,82.0,89.0,82.0,90.0,81.0,90.0,56.0,73.0,,88.0,83.0
140166,,2.368,1547.0,1.265,0.0,0.0,0.144,2.843,2719.0,2.324,2.0,0.861,,,28.0,0.809,0.0,,,,13.0,0.115,1.0,,0.05,4.912,29820.0,1.004,1.0,0.996,0.294,0.972,28158.0,19.673,11.0,0.559,No Different than National Benchmark,No Different than National Benchmark,,,No Different than National Benchmark,Better than the National Benchmark,ST MARYS HOSPITAL,1800 E LAKE SHORE DR,DECATUR,IL,62521,MACON,(217) 464-2966,POINT (-88.93191 39.82635),3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,88.0,92.0,90.0,87.0,77.0,86.0,82.0,89.0,82.0,89.0,61.0,83.0,,79.0,96.0
